1078808400,"Drama,Romance,Classics",3.6912,3
1078808400,"Art House & International,Drama",3.18693,3
1078808400,"Drama,Comedy",3.53861,3
1078808400,"Action & Adventure,Animation,Horror,Science Fiction & Fantasy",3.60978,4
1078808400,Action & Adventure,4.04146,4
1078808400,Drama,3.95374,4
1078808400,Horror,3.98409,3
1078808400,"Drama,Romance,Art House & International,Comedy",3.7906,3
1078808400,"Drama,Art House & International,Science Fiction & Fantasy",3.90109,5
1078808400,"Musical & Performing Arts,Art House & International,Comedy",3.33958,3
1078808400,"Drama,Action & Adventure,Art House & International,Classics",4.07952,4
1078808400,"Drama,Musical & Performing Arts,Art House & International,Special Interest",3.97363,4
1078808400,"Drama,Action & Adventure,Art House & International",3.19276,3
1078808400,Art House & International,3.98735,3
1078808400,"Art House & International,Classics,Comedy,Drama,Musical & Performing Arts,Science Fiction & Fantasy",3.96977,5
1078808400,"Musical & Performing Arts,Documentary",3.94461,4
1078808400,"Comedy,Romance",3.41985,3
1078808400,"Classics,Comedy",3.80112,5
1078808400,"Documentary,Action & Adventure,Television,Sports & Fitness",3.77953,3
1078808400,"Drama,Action & Adventure,Mystery & Suspense",3.93154,4
1078808400,Comedy,3.59445,3
1078808400,"Drama,Television,Romance,Art House & International,Comedy",4.24802,5
1078808400,"Drama,Sports & Fitness,Comedy",3.85585,3
1080450000,Art House & International,3.08216,3
1080450000,Horror,3.70648,4
1082001600,Musical & Performing Arts,3.88248,5
1082952000,"Comedy,Romance",4.07245,5
1095220800,"Drama,Romance,Classics",3.81184,3
1095220800,Comedy,3.51903,3
1095220800,"Action & Adventure,Science Fiction & Fantasy",3.66103,4
1095220800,"Action & Adventure,Science Fiction & Fantasy",3.65019,4
1095220800,"Drama,Comedy,Cult Movies",3.92505,5
1095220800,"Drama,Art House & International,Mystery & Suspense",3.85547,3
1095220800,"Action & Adventure,Science Fiction & Fantasy",3.60779,4
1095220800,Drama,3.8667,4
1095220800,"Classics,Comedy",3.08035,3
1095220800,"Drama,Television",4.47587,5
1095220800,"Action & Adventure,Science Fiction & Fantasy",4.33718,5
1095220800,Special Interest,3.57071,4
1095220800,"Drama,Action & Adventure,Musical & Performing Arts,Art House & International,Mystery & Suspense",4.44097,5
1095220800,"Drama,Classics",3.4952,3
1095220800,"Drama,Horror,Special Interest",3.57648,3
1095220800,"Comedy,Special Interest",3.12058,4
1095220800,Comedy,3.16835,5
1095220800,"Drama,Action & Adventure,Mystery & Suspense,Classics",3.64043,1
1095220800,"Romance,Classics,Comedy",3.03923,1
1095220800,"Drama,Romance,Musical & Performing Arts",3.89539,3
1095220800,"Mystery & Suspense,Classics",4.01796,5
1095220800,Comedy,3.90798,3
1095220800,Musical & Performing Arts,4.0948,3
1095220800,"Drama,Comedy",3.46269,4
1095220800,Special Interest,4.41136,3
1095220800,"Documentary,Drama,Musical & Performing Arts,Special Interest",4.21515,5
1095220800,Musical & Performing Arts,3.58718,5
1095220800,"Horror,Science Fiction & Fantasy,Comedy",4.16372,4
1095220800,"Drama,Action & Adventure,Art House & International",3.70485,3
1095220800,Drama,4.21253,3
1095220800,"Drama,Art House & International,Comedy",3.4147,5
1095220800,"Drama,Action & Adventure,Mystery & Suspense",4.50175,5
1095220800,"Mystery & Suspense,Action & Adventure",4.21309,3
1095220800,"Art House & International,Action & Adventure",4.09822,4
1095220800,"Action & Adventure,Television,Science Fiction & Fantasy",2.90114,3
1095220800,,3.41197,3
1095220800,Documentary,4.53601,5
1095220800,"Documentary,Special Interest",3.72656,4
1095220800,Action & Adventure,3.53118,4
1095220800,"Documentary,Special Interest",3.58639,3
1095393600,"Drama,Comedy",3.53062,4
1095393600,Special Interest,3.37398,3
1095652800,"Drama,Art House & International,Comedy",3.06614,4
1095739200,"Art House & International,Drama",3.61199,3
1095825600,Special Interest,3.54321,3
1095825600,"Drama,Television",3.77026,5
1095825600,"Art House & International,Drama",3.64994,2
1095825600,"Documentary,Special Interest",3.37391,4
1095825600,Special Interest,3.57675,3
1095825600,"Drama,Action & Adventure,Horror,Mystery & Suspense",4.0501,5
1095825600,Drama,3.3576,3
1095825600,"Western,Drama,Action & Adventure",4.03117,5
1095825600,Drama,3.92206,2
1095825600,"Western,Action & Adventure,Classics",4.13029,5
1095825600,Special Interest,3.13415,4
1095825600,"Action & Adventure,Kids & Family,Science Fiction & Fantasy",3.31859,2
1095825600,"Horror,Comedy",4.1313,5
1095825600,"Mystery & Suspense,Action & Adventure",3.52741,4
1095825600,"Comedy,Kids & Family",3.83804,4
1095825600,"Drama,Mystery & Suspense,Classics",3.84094,5
1096084800,"Drama,Musical & Performing Arts,Classics,Comedy",3.37322,3
1096084800,"Drama,Art House & International,Mystery & Suspense",3.30643,4
1096084800,"Animation,Kids & Family,Science Fiction & Fantasy,Comedy",4.57526,4
1096084800,"Drama,Romance,Art House & International,Mystery & Suspense",3.77105,1
1096084800,Musical & Performing Arts,4.49798,5
1096084800,"Art House & International,Drama",3.0212,2
1096084800,"Kids & Family,Musical & Performing Arts,Comedy",3.42823,3
1096084800,,3.12929,3
